author,title,pages,year,crossref,booktitle,ee,url,genre
"['Jingyue Li', 'Michael D. Ernst']",CBCD: Cloned buggy code detector.,['310-320'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227183', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227183', 'http://dl.acm.org/citation.cfm?id=2337260']",['db/conf/icse/icse2012.html#LiE12'],inproceedings
"['Alexander Chatzigeorgiou', 'George Melas']",Trends in object-oriented software evolution: Investigating network properties.,['1309-1312'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227092', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227092', 'http://dl.acm.org/citation.cfm?id=2337403']",['db/conf/icse/icse2012.html#ChatzigeorgiouM12'],inproceedings
"['T. C. Nicholas Graham', 'Tore Urnes']",Integrating Support for Temporal Media into an Architecture for Graphical User Interfaces.,['172-182'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253259'],['db/conf/icse/icse97.html#GrahamU97'],inproceedings
"['Richard B. Kieburtz', 'Laura McKinney', 'Jeffrey M. Bell', 'James Hook', 'Alex Kotov', 'Jeffrey Lewis', 'Dino Oliva', 'Tim Sheard', 'Ira Smith', 'Lisa Walton']",A Software Engineering Experiment in Software Component Generation.,['542-552'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227842'],['db/conf/icse/icse96.html#KieburtzMBHKLOSSW96'],inproceedings
"['Michele Lanza', 'Amy L. Murphy', 'Romain Robbes', 'Mircea Lungu', 'Paolo Bonzini']","A teamwork-based approach to programming fundamentals with scheme, smalltalk & java.",['787-790'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368199'],['db/conf/icse/icse2008.html#LanzaMRLB08'],inproceedings
"['Stewart Grant', 'Hendrik Cech', 'Ivan Beschastnikh']",Inferring and asserting distributed system invariants.,['1149-1159'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3180199', 'http://ieeexplore.ieee.org/document/8453196']",['db/conf/icse/icse2018.html#GrantCB18'],inproceedings
['Nathan H. Petschenik'],Building Awareness of System Testing Issues.,['182-188'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319622'],['db/conf/icse/icse85.html#Petschenik85'],inproceedings
"['Alessandro Orso', 'Taweesup Apiwattanapong', 'James Law', 'Gregg Rothermel', 'Mary Jean Harrold']",An Empirical Comparison of Dynamic Impact Analysis Algorithms.,['491-500'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317471', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317471', 'http://dl.acm.org/citation.cfm?id=999453']",['db/conf/icse/icse2004.html#OrsoALRH04'],inproceedings
"['Gilles Perrouin', 'Brice Morin', 'Franck Chauvel', 'Franck Fleurey', 'Jacques Klein', 'Yves Le Traon', 'Olivier Barais', 'Jean-Marc Jézéquel']",Towards flexible evolution of Dynamically Adaptive Systems.,['1353-1356'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227081', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227081', 'http://dl.acm.org/citation.cfm?id=2337416']",['db/conf/icse/icse2012.html#PerrouinMCFKTBJ12'],inproceedings
"['Robert L. Nord', 'Daniel J. Paulish', 'Dilip Soni', 'Christine Hofmeister']",Effective Software Architecture Design: From Global Analysis to UML Descriptions.,['741-742'],2001,['conf/icse/2001'],ICSE,,['db/conf/icse/icse2001.html#NordPSH01'],inproceedings
"['Mathieu Verbaere', 'Ran Ettinger', 'Oege de Moor']",JunGL: a scripting language for refactoring.,['172-181'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134311'],['db/conf/icse/icse2006.html#VerbaereEM06'],inproceedings
"['Mayur Naik', 'Chang-Seo Park', 'Koushik Sen', 'David Gay']",Effective static deadlock detection.,['386-396'],2009,['conf/icse/2009'],ICSE,"['https://doi.org/10.1109/ICSE.2009.5070538', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2009.5070538', 'http://dl.acm.org/citation.cfm?id=1555052']",['db/conf/icse/icse2009.html#NaikPSG09'],inproceedings
"['Yunho Kim', 'Yunja Choi', 'Moonzoo Kim']",Precise concolic unit testing of C programs using extended units and symbolic alarm filtering.,['315-326'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3180253', 'http://ieeexplore.ieee.org/document/8453090']",['db/conf/icse/icse2018.html#KimCK18'],inproceedings
"['Max Schäfer', 'Manu Sridharan', 'Julian Dolby', 'Frank Tip']",Refactoring Java programs for flexible locking.,['71-80'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985804'],['db/conf/icse/icse2011.html#SchaferSDT11'],inproceedings
['Martin Brandtner'],Fostering software quality assessment.,['1393-1396'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606725', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606725', 'http://dl.acm.org/citation.cfm?id=2487015']",['db/conf/icse/icse2013.html#Brandtner04'],inproceedings
"['Stefan Biffl', 'Thomas Grechenig', 'Stephan Oberpfalzer']","Engineering an ""Open"" Client/Server-Platform for a Distributed Austrian Alpine Road-Pricing System in 240 Days: Case Study and Experience Report.",['115-124'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227748'],['db/conf/icse/icse96.html#BifflGO96'],inproceedings
"['Dennis M. Volpano', 'Richard B. Kieburtz']",Software Templates.,['55-61'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319579'],['db/conf/icse/icse85.html#VolpanoK85'],inproceedings
"['Jörg Niere', 'Wilhelm Schäfer', 'Jörg P. Wadsack', 'Lothar Wendehals', 'Jim Welsh']",Towards pattern-based design recovery.,['338-348'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581382'],['db/conf/icse/icse2002.html#NiereSWWW02'],inproceedings
"['Tewfik Ziadi', 'Loïc Hélouët', 'Jean-Marc Jézéquel']",Revisiting Statechart Synthesis with an Algebraic Approach.,['242-251'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317446', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317446', 'http://dl.acm.org/citation.cfm?id=999429']",['db/conf/icse/icse2004.html#ZiadiHJ04'],inproceedings
"['Larry M. Augustin', 'Dan Bressler', 'Guy Smith']",Accelerating software development through collaboration.,['559-563'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581409'],['db/conf/icse/icse2002.html#AugustinBS02'],inproceedings
"['Antonio Filieri', 'Henry Hoffmann', 'Martina Maggio']",Automated design of self-adaptive software with control-theoretical formal guarantees.,['299-310'],2014,['conf/icse/2014'],ICSE,"['https://doi.org/10.1145/2568225.2568272', 'https://www.wikidata.org/entity/Q59155071']",['db/conf/icse/icse2014.html#FilieriHM14'],inproceedings
"['Edwin C. Chan', 'John Boyland', 'William L. Scherlis']",Promises: Limited Specifications for Analysis and Manipulation.,['167-176'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671113', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671113']",['db/conf/icse/icse98.html#ChanBS98'],inproceedings
"['Felienne Hermans', 'Martin Pinzger 0001', 'Arie van Deursen']",Supporting professional spreadsheet users by generating leveled dataflow diagrams.,['451-460'],2011,['conf/icse/2011'],ICSE,"['https://doi.org/10.1145/1985793.1985855', 'https://www.wikidata.org/entity/Q57908757']",['db/conf/icse/icse2011.html#HermansPD11'],inproceedings
"['Ming Wen 0001', 'Yepang Liu 0001', 'Rongxin Wu', 'Xuan Xie', 'Shing-Chi Cheung', 'Zhendong Su']",Exposing library API misuses via mutation analysis.,['866-877'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00093', 'https://dl.acm.org/citation.cfm?id=3339614']",['db/conf/icse/icse2019.html#WenLWXCS19'],inproceedings
['Peter Morrogh'],Is software education narrow-minded? A position paper.,['545-546'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337451'],['db/conf/icse/icse2000.html#Morrogh00'],inproceedings
['David A. Fisher'],The Interaction Between the Preliminary Designs and the Technical Requirements for the DoD Common High Order Language.,['82-83'],1978,['conf/icse/1978'],ICSE,['http://dl.acm.org/citation.cfm?id=803194'],['db/conf/icse/icse78.html#Fisher78'],inproceedings
['H. Ohba'],Software Quality = Test Accuracy * Test Coverage.,['287-295'],1982,['conf/icse/1982'],ICSE,['http://dl.acm.org/citation.cfm?id=807771'],['db/conf/icse/icse82.html#Ohba82'],inproceedings
"['Maria Christakis', 'Peter Müller 0001', 'Valentin Wüstholz']",Guiding dynamic symbolic execution toward unverified program executions.,['144-155'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884843', 'http://ieeexplore.ieee.org/document/7886899/']",['db/conf/icse/icse2016.html#Christakis0W16'],inproceedings
"['Yooichi Yokoyama', 'Mitsuhiko Kodaira']",Software Cost and Quality Analysis by Statistical Approaches.,['465-467'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671607', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671607']",['db/conf/icse/icse98.html#YokoyamaK98'],inproceedings
"['Thomas E. Cheatham Jr.', 'Glenn H. Holloway', 'Judy A. Townley']",Program Refinement by Transsformation.,['430-438'],1981,['conf/icse/1981'],ICSE,['http://dl.acm.org/citation.cfm?id=802556'],['db/conf/icse/icse81.html#CheathamHT81'],inproceedings
"['Mario Bernhart', 'Thomas Grechenig', 'Jennifer Hetzl', 'Wolfgang Zuser']",Dimensions of software engineering course design.,['667-672'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134387'],['db/conf/icse/icse2006.html#BernhartGHZ06'],inproceedings
"['Andreas Classen', 'Patrick Heymans', 'Pierre-Yves Schobbens', 'Axel Legay']",Symbolic model checking of software product lines.,['321-330'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985838'],['db/conf/icse/icse2011.html#ClassenHSL11'],inproceedings
['Philip M. Johnson'],Second international workshop on software engineering for high performance computing system applications.,['683'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062609', 'https://doi.org/10.1109/ICSE.2005.1553654', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553654']",['db/conf/icse/icse2005.html#Johnson05'],inproceedings
"['Somesh Jha', 'Jeannette M. Wing']",Survivability Analysis of Network Systems.,['307-317'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919104', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919104']",['db/conf/icse/icse2001.html#JhaW01'],inproceedings
"['Osamu Mizuno', 'Tohru Kikuno', 'Katsumi Inagaki', 'Yasunari Takagi', 'Keishi Sakamoto']",Analyzing Effects of Cost Estimation Accuracy on Quality and Productivity.,['410-419'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671596', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671596']",['db/conf/icse/icse98.html#MizunoKITS98'],inproceedings
['Simon Butler 0001'],Mining Java class identifier naming conventions.,['1641-1643'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227216', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227216', 'http://dl.acm.org/citation.cfm?id=2337509']",['db/conf/icse/icse2012.html#Butler12'],inproceedings
"['Sergio Segura', 'José Antonio Parejo', 'Javier Troya', 'Antonio Ruiz Cortés']",Metamorphic testing of RESTful web APIs.,['882'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3182528', 'http://ieeexplore.ieee.org/document/8453162']",['db/conf/icse/icse2018.html#SeguraPTC18'],inproceedings
"['Neil M. Goldman', 'Khaled Narayanaswamy']",Software Evolution through Iterative Prototyping.,['158-172'],1992,['conf/icse/1992'],ICSE,['https://doi.org/10.1145/143062.143109'],['db/conf/icse/icse92.html#GoldmanN92'],inproceedings
"['Steve Counsell', 'Michele Marchesi', 'Ewan D. Tempero', 'Corrado Aaron Visaggio']",4th international workshop on emerging trends in software metrics (WETSoM 2013).,['1560-1561'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606787', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606787', 'http://dl.acm.org/citation.cfm?id=2487084']",['db/conf/icse/icse2013.html#CounsellMTV04'],inproceedings
"['Amnon H. Eden', 'Rick Kazman']","Architecture, Design, Implementation.",['149-159'],2003,['conf/icse/2003'],ICSE,"['https://doi.org/10.1109/ICSE.2003.1201196', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2003.1201196', 'http://dl.acm.org/citation.cfm?id=776835']",['db/conf/icse/icse2003.html#EdenK03'],inproceedings
"['Timothy Sohn', 'William G. Griswold', 'James Scott', 'Anthony LaMarca', 'Yatin Chawathe', 'Ian E. Smith', 'Mike Y. Chen']",Experiences with place lab: an open source toolkit for location-aware computing.,['462-471'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134351'],['db/conf/icse/icse2006.html#SohnGSLCSC06'],inproceedings
"['Wiboon Jiamthubthugsin', 'Daricha Sutivong']",Portfolio management of software development projects using COCOMO II.,['889-892'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134443'],['db/conf/icse/icse2006.html#JiamthubthugsinS06'],inproceedings
"['Ivica Crnkovic', 'Heinz W. Schmidt', 'Judith A. Stafford', 'Kurt C. Wallnau']",5,['655-656'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581429'],['db/conf/icse/icse2002.html#CrnkovicSSW02'],inproceedings
"['Sylvain Frey', 'Awais Rashid', 'Pauline Anthonysamy', 'Maria Pinto-Albuquerque', 'Syed Asad Naqvi']","The good, the bad and the ugly: a study of security decisions in a cyber-physical systems game.",['496'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3182549', 'http://ieeexplore.ieee.org/document/8453113']",['db/conf/icse/icse2018.html#FreyRAPN18'],inproceedings
"['Ghassan Misherghi', 'Zhendong Su']",HDD: hierarchical Delta Debugging.,['142-151'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134307'],['db/conf/icse/icse2006.html#Misherghi06'],inproceedings
"['Indradeep Ghosh', 'Nastaran Shafiei', 'Guodong Li', 'Wei-Fan Chiang']",JST: an automatic test generation tool for industrial Java applications with strings.,['992-1001'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606649', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606649', 'http://dl.acm.org/citation.cfm?id=2486925']",['db/conf/icse/icse2013.html#GhoshSLC13'],inproceedings
"['Bernd Brügge', 'Allen H. Dutoit']",Communication Metrics for Software Development.,['271-281'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253286'],['db/conf/icse/icse97.html#BrueggeD97'],inproceedings
"['Vaggelis Atlidakis', 'Patrice Godefroid', 'Marina Polishchuk']",RESTler: stateful REST API fuzzing.,['748-758'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00083', 'https://dl.acm.org/citation.cfm?id=3339600']",['db/conf/icse/icse2019.html#AtlidakisGP19'],inproceedings
['Kaizhi Yue'],Validating System Requirements by Functional Decomposition and Dynamic Analysis.,['188-196'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74613'],['db/conf/icse/icse89.html#Yue89'],inproceedings
['Shane McIntosh'],Build system maintenance.,['1167-1169'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1986031'],['db/conf/icse/icse2011.html#McIntosh11'],inproceedings
['Anthony Hall'],Tool Interfaces in Integrated Project Support Environments.,['289-290'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41795'],['db/conf/icse/icse87.html#Hall87'],inproceedings
['Pierre F. Tiako'],Perspectives of delegation in team-based distributed software development over the GENI infrastructure.,['796-799'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985905'],['db/conf/icse/icse2011.html#Tiako11'],inproceedings
['Richard W. Selby'],Platforms for Software Execution: Databases vs. Operating Systems vs. Browsers (Panel).,['578'],1997,['conf/icse/1997'],ICSE,['http://www.acm.org/pubs/citations/proceedings/soft/253228/p578-selby/'],['db/conf/icse/icse97.html#Selby97'],inproceedings
['Marian Petre'],UML in practice.,['722-731'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606618', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606618', 'http://dl.acm.org/citation.cfm?id=2486883']",['db/conf/icse/icse2013.html#Petre13'],inproceedings
['Robert T. Monroe'],Modeling and Analyzing software Architectures.,['690-691'],1999,['conf/icse/1999'],ICSE,['https://doi.org/10.1145/302405.302960'],['db/conf/icse/icse99.html#Monroe99'],inproceedings
['Alexander W. van der Vekens'],An Object-Oriented Implementation of B-ISDN Signalling - Part 2: Extendability Stands the Test.,['125-132'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227750'],['db/conf/icse/icse96.html#Vekens96'],inproceedings
['Robert J. Hall 0001'],Call Path Profiling.,['296-306'],1992,['conf/icse/1992'],ICSE,['https://doi.org/10.1145/143062.143147'],['db/conf/icse/icse92.html#Hall92'],inproceedings
"['Daniela E. Damian', 'Filippo Lanubile', 'Teresa Mallardo']",The role of asynchronous discussions in increasing the effectiveness of remote synchronous requirements negotiations.,['917-920'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134452'],['db/conf/icse/icse2006.html#DamianLM06'],inproceedings
"['Bakhtiar Khan Kasi', 'Anita Sarma']",Cassandra: proactive conflict minimization through optimized task scheduling.,['732-741'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606619', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606619', 'http://dl.acm.org/citation.cfm?id=2486884']",['db/conf/icse/icse2013.html#KasiS13'],inproceedings
"['Matteo Rossi', 'Michal Young']",SCORE 2011: the second student contest on software engineering.,['1232-1233'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1986062'],['db/conf/icse/icse2011.html#RossiY11'],inproceedings
"['Bradley R. Schmerl', 'David Garlan', 'Vishal Dwivedi', 'Michael W. Bigrigg', 'Kathleen M. Carley']",SORASCS: a case study in soa-based platform design for socio-cultural analysis.,['643-652'],2011,['conf/icse/2011'],ICSE,"['https://doi.org/10.1145/1985793.1985883', 'https://www.wikidata.org/entity/Q63170117']",['db/conf/icse/icse2011.html#SchmerlGDBC11'],inproceedings
"['Xi Ge', 'Kunal Taneja', 'Tao Xie 0001', 'Nikolai Tillmann']",DyTa: dynamic symbolic execution guided with static verification results.,['992-994'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985971'],['db/conf/icse/icse2011.html#GeTXT11'],inproceedings
"['Ipek Ozkaya', 'Philippe Kruchten', 'Robert L. Nord', 'Nanette Brown']",Second international workshop on managing technical debt: (MTD 2011).,['1212-1213'],2011,['conf/icse/2011'],ICSE,"['https://doi.org/10.1145/1985793.1986051', 'https://www.wikidata.org/entity/Q56944131']",['db/conf/icse/icse2011.html#OzkayaKNB11'],inproceedings
